2023/05/09,17636634531683638067218;17636634531683632093902;17636634531683629445097;17636634531683595880764;17636634531683593460018,21:14-21:30;19:34-20:43;18:50-18:55;09:31-09:38;08:51-08:56,100.0,15000,1
2023/05/15,17636634531684146191878;17636634531684112195300;17636634531684109568362;17636634531684148780152,18:23-18:30;08:56-10:56;08:12-08:19;19:06-20:53,240.0,36000,1
2023/05/12,17636634531683890335645;17636634531683886890509;17636634531683853324475;17636634531683850548960,19:19-20:59;18:22-18:45;09:02-09:09;08:15-08:22,136.0,20400,1
2023/05/18,17636634531684369159753;17636634531684408298310;17636634531684407301980;17636634531684372684914,08:19-08:24;19:11-20:49;18:55-18:56;09:18-09:28,112.0,16800,1
2023/05/17,17636634531684327094560;17636634531684319800601;17636634531684285668085;17636634531684282556067,20:38-20:48;18:36-20:36;09:07-09:23;08:15-08:24,152.0,22800,1
2023/05/16,17636634531684243917416;17636634531684232304470;17636634531684198504414;17636634531684194723403,21:31-21:58;18:18-20:11;08:55-09:05;07:52-08:11,168.0,25200,1
2023/05/22,17636634531684718429340;17636634531684714667802;17636634531684761905151;17636634531684753465200,09:20-09:29;08:17-08:21;21:25-21:33;19:04-20:59,134.0,20100,1
2023/05/21,17636634531684677507315,21:58-22:51,52.0,7800,0
2023/05/19,17636634531684492487266;17636634531684468287502;17636634531684457701127;17636634531684454122618,18:34-20:42;11:51-12:16;08:55-09:21;07:55-08:01,183.0,27450,1
2023/05/25,17636634531685012033059;17636634531685010970932;17636634531684977545983;17636634531684971868390;17636634531685018148563,18:53-20:35;18:36-18:50;09:19-09:21;07:44-07:49;20:35-21:08,153.0,22950,1
2023/05/24,17636634531684928611275;17636634531684924305455;17636634531684881921628,19:43-19:59;18:32-18:39;06:45-06:49,26.0,3900,0
2023/05/23,17636634531684805082947,09:24-09:28,3.0,450,0
2023/05/29,17636634531685356307233;17636634531685356290392;17636634531685322870052;17636634531685322349926;17636634531685317570224;17636634531685357247051;17636634531685356425053;17636634531685356348101;17636634531685356324810,18:31-18:31;18:31-18:31;09:14-09:16;09:06-09:10;07:46-07:50;18:47-20:20;18:34-18:41;18:32-18:32;18:32-18:32,107.0,16050,1
2023/05/26,17636634531685111025340;17636634531685101684605;17636634531685098182613;17636634531685057962581,22:23-01:12;19:48-20:19;18:49-19:04;07:39-07:44,217.0,32550,1
2023/05/31,17636634531685490293621;17636634531685531685131;17636634531685528032960;17636634531685494252432,07:44-07:49;19:15-19:34;18:14-18:18;08:51-09:32,67.0,10050,0
2023/05/30,17636634531685445331360;17636634531685441548127;17636634531685419948997;17636634531685407885005;17636634531685403737298,19:15-19:23;18:12-18:15;12:12-13:06;08:51-09:02;07:42-07:47,77.0,11550,0
2023/06/02,17636634531685667069012;17636634531685663190854;17636634531685705398305;17636634531685701533727,08:51-09:11;07:46-07:52;19:30-20:02;18:25-18:35,67.0,10050,0
