bizId,orderId,bikeId,startTimestamp,endTimestamp,distanceMeter,payStatus,showRidingStatus,originFeeCent,actualFeeCent,carbonEmissionsGram,discountDesc,penaltyDesc
1,17636634531684454122618,8643431154,1684454124000,1684454486000,900,1,0,150,0,43.83,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684408298310,8643277699,1684408301000,1684414163000,14550,1,0,600,0,708.585,ÆïÐÐ¿¨µÖ¿Û6Ôª,[]
1,17636634531684407301980,8643291156,1684407305000,1684407383000,150,1,0,150,0,7.305,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684372684914,8643293526,1684372686000,1684373297000,1500,1,0,150,0,73.05,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685012033059,8644074846,1685012034000,1685018137000,15150,1,0,600,0,737.805,ÆïÐÐ¿¨µÖ¿Û6Ôª,[]
1,17636634531685010970932,8643300404,1685011006000,1685011854983,2100,1,0,150,0,102.27,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684977545983,8643454414,1684977548000,1684977679000,300,1,0,150,0,14.61,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684971868390,8643404872,1684971871000,1684972163000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684928611275,8643404872,1684928615000,1684929594000,2400,1,0,150,0,116.88,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684924305455,8643280344,1684924340000,1684924756156,900,1,0,150,0,43.83,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684881921628,8643447440,1684881924000,1684882171000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684805082947,8644061832,1684805083000,1684805307000,450,1,0,150,0,21.915,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684761905151,8643447440,1684761907000,1684762420000,1200,1,0,150,0,58.44,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531684753465200,8643447440,1684753467000,1684760384000,17250,1,0,600,0,840.075,ÆïÐÐ¿¨µÖ¿Û6Ôª,[]
1,17636634531685356307233,8644019625,1685356307233,1685356307233,0,1,0,0,0,0.0,,[]
1,17636634531685356290392,8644019625,1685356290392,1685356290392,0,1,0,0,0,0.0,,[]
1,17636634531685322870052,8643303769,1685322874000,1685322989000,150,1,0,150,0,7.305,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685322349926,8643304220,1685322385000,1685322646726,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685317570224,8643464448,1685317574000,1685317829000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685111025340,8643414754,1685111028000,1685121136000,25200,1,0,900,0,1227.24,ÓÅ»ÝµÖ¿Û9Ôª,[]
1,17636634531685101684605,8643455491,1685101687000,1685103554000,4650,1,0,300,0,226.455,ÆïÐÐ¿¨µÖ¿Û3Ôª,[]
1,17636634531685098182613,8643250480,1685098183000,1685099073000,2100,1,0,150,0,102.27,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685057962581,8643272046,1685057964000,1685058260000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685018148563,8644040450,1685018150000,1685020129000,4800,1,0,300,0,233.76,ÆïÐÐ¿¨µÖ¿Û3Ôª,[]
1,17636634531685490293621,8643336620,1685490296000,1685490547000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685445331360,8643336620,1685445334000,1685445806000,1050,1,0,150,0,51.135,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685441548127,8644006239,1685441550000,1685441711000,300,1,0,150,0,14.61,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685419948997,8643445998,1685419954000,1685423177000,7950,1,0,300,0,387.165,ÆïÐÐ¿¨µÖ¿Û3Ôª,[]
1,17636634531685407885005,8643237562,1685407887000,1685408554000,1650,1,0,150,0,80.355,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685403737298,8643336620,1685403740000,1685404032000,600,1,0,150,0,29.22,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685357247051,8644059535,1685357250000,1685362823000,13800,1,0,600,0,672.06,ÆïÐÐ¿¨µÖ¿Û6Ôª,[]
1,17636634531685356425053,8643328949,1685356460000,1685356871635,900,1,0,150,0,43.83,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685356348101,8644019625,1685356348101,1685356348101,0,1,0,0,0,0.0,,[]
1,17636634531685356324810,8644019625,1685356324810,1685356324810,0,1,0,0,0,0.0,,[]
1,17636634531685667069012,8643421483,1685667071000,1685668287000,3000,1,0,150,0,146.1,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
1,17636634531685663190854,8644070702,1685663194000,1685663522000,750,1,0,150,0,36.525,ÆïÐÐ¿¨µÖ¿Û1.5Ôª,[]
